0 , 1 , 1.14739e-06
1 , 0.995006 , -0.021951
2 , 0.980068 , -0.0218414
3 , 0.955337 , -0.0450917
4 , 0.921062 , -0.0444311
5 , 0.877583 , -0.0687912
6 , 0.825336 , -0.0671265
7 , 0.764842 , -0.09247
8 , 0.696707 , -0.0893493
9 , 0.62161 , -0.11565
10 , 0.540302 , -0.110633
11 , 0.453596 , -0.138015
12 , 0.362357 , -0.130681
13 , 0.267499 , -0.159488
14 , 0.169967 , -0.149441
15 , 0.0707369 , -0.180342
16 , -0.0291996 , -0.167213
17 , -0.128845 , -0.201382
18 , -0.227203 , -0.184814
19 , -0.32329 , -0.224273
20 , -0.416148 , -0.203907
21 , -0.504847 , -0.252239
22 , -0.588502 , -0.227668
23 , -0.666277 , -0.291768
24 , -0.737395 , -0.262463
25 , -0.801145 , -0.357858
26 , -0.856891 , -0.32299
27 , -0.904074 , -0.497102
28 , -0.942225 , -0.4551
29 , -0.970961 , -1.04518
30 , -0.989996 , -0.991366
31 , -0.999137 , -0.291023
32 , -0.998302 , -0.221219
33 , -0.987486 , 0.0630087
34 , -0.966806 , 0.135456
35 , -0.936462 , 0.333874
36 , -0.896766 , 0.40227
37 , -0.848105 , 0.557592
38 , -0.790974 , 0.61685
39 , -0.725937 , 0.740678
40 , -0.653651 , 0.786729
41 , -0.574829 , 0.882789
42 , -0.490265 , 0.912445
43 , -0.400802 , 0.981951
44 , -0.307336 , 0.992927
45 , -0.210796 , 1.03642
46 , -0.112153 , 1.02732
47 , -0.0123903 , 1.04541
48 , 0.0874989 , 1.0158
49 , 0.186513 , 1.00954
50 , 0.283664 , 0.959858
51 , 0.377978 , 0.930895
52 , 0.468521 , 0.862472
53 , 0.554378 , 0.813105
54 , 0.634699 , 0.728077
55 , 0.708672 , 0.661238
56 , 0.775574 , 0.562458
57 , 0.834719 , 0.48163
58 , 0.885528 , 0.372534
59 , 0.927483 , 0.281665
60 , 0.960179 , 0.166141
61 , 0.983273 , 0.0489516
62 , 0.996549 , -0.0687218
63 , 0.999862 , -0.185704
64 , 0.993198 , -0.300837
65 , 0.976597 , -0.412962
66 , 0.950244 , -0.520962
67 , 0.914391 , -0.623754
68 , 0.869408 , -0.720318
69 , 0.815731 , -0.809682
70 , 0.75391 , -0.890959
71 , 0.684553 , -0.963327
72 , 0.60836 , -1.02608
73 , 0.526083 , -1.07857
74 , 0.438553 , -1.12029
75 , 0.34664 , -1.15081
76 , 0.251264 , -1.16984
77 , 0.153374 , -1.17718
78 , 0.0539548 , -1.17276
79 , -0.0459999 , -1.15661
80 , -0.1455 , -1.12892
81 , -0.243545 , -1.08994
82 , -0.339157 , -1.04007
83 , -0.431378 , -0.979806
84 , -0.519293 , -0.909759
85 , -0.602015 , -0.830614
86 , -0.678726 , -0.743176
87 , -0.748649 , -0.648309
88 , -0.811101 , -0.54697
89 , -0.865441 , -0.440159
90 , -0.911139 , -0.328953
91 , -0.947727 , -0.214459
92 , -0.974853 , -0.097824
93 , -0.992231 , 0.0197942
94 , -0.999701 , 0.137209
95 , -0.997177 , 0.253248
96 , -0.9847 , 0.366765
97 , -0.962374 , 0.476613
98 , -0.930437 , 0.581702
99 , -0.889198 , 0.680974
100 , -0.839082 , 0.773448
101 , -0.780574 , 0.85819
102 , -0.714273 , 0.93436
103 , -0.640832 , 1.00119
104 , -0.560992 , 1.05802
105 , -0.475542 , 1.10428
106 , -0.385343 , 1.1395
107 , -0.291293 , 1.16334
108 , -0.194333 , 1.17556
109 , -0.095428 , 1.17602
110 , 0.00442677 , 1.16474
111 , 0.104235 , 1.14182
112 , 0.203006 , 1.1075
113 , 0.299747 , 1.0621
114 , 0.393494 , 1.0061
115 , 0.483306 , 0.940037
116 , 0.568295 , 0.86459
117 , 0.6476 , 0.780496
118 , 0.720439 , 0.68861
119 , 0.786073 , 0.58984
120 , 0.843863 , 0.485182
121 , 0.893213 , 0.37567
122 , 0.933643 , 0.262407
123 , 0.964738 , 0.146521
124 , 0.986202 , 0.0291726
125 , 0.997804 , -0.088473
126 , 0.999443 , -0.205229
127 , 0.99109 , -0.319929
128 , 0.972845 , -0.431442
129 , 0.944869 , -0.538639
130 , 0.907457 , -0.640457
131 , 0.860974 , -0.735871
132 , 0.805895 , -0.823939
133 , 0.742755 , -0.90377
134 , 0.672199 , -0.974573
135 , 0.594926 , -1.03563
136 , 0.511712 , -1.08636
137 , 0.42338 , -1.12622
138 , 0.33082 , -1.15483
139 , 0.234953 , -1.17189
140 , 0.13674 , -1.17726
141 , 0.0371576 , -1.17086
142 , -0.0627929 , -1.15276
143 , -0.162113 , -1.12314
144 , -0.25982 , -1.0823
145 , -0.354926 , -1.03065
146 , -0.446489 , -0.968697
147 , -0.533586 , -0.897064
148 , -0.615358 , -0.816474
149 , -0.690977 , -0.727717
150 , -0.759694 , -0.631696
151 , -0.820816 , -0.529361
152 , -0.873746 , -0.42174
153 , -0.917937 , -0.3099
154 , -0.952962 , -0.194967
155 , -0.978459 , -0.0780838
156 , -0.994187 , 0.039578
157 , -0.999974 , 0.15685
158 , -0.995775 , 0.272549
159 , -0.981622 , 0.385519
160 , -0.957672 , 0.494648
161 , -0.924142 , 0.598828
162 , -0.881382 , 0.697028
163 , -0.829813 , 0.788259
164 , -0.769958 , 0.871621
165 , -0.702403 , 0.946268
166 , -0.627834 , 1.01146
167 , -0.546991 , 1.06655
168 , -0.460685 , 1.11099
169 , -0.369773 , 1.14431
170 , -0.275167 , 1.16621
171 , -0.177812 , 1.17645
172 , -0.0786799 , 1.17495
173 , 0.0212409 , 1.1617
174 , 0.120945 , 1.13684
175 , 0.219439 , 1.10062
176 , 0.315747 , 1.05342
177 , 0.408896 , 0.995676
178 , 0.497961 , 0.927992
179 , 0.582046 , 0.85103
180 , 0.660323 , 0.765571
181 , 0.731997 , 0.672456
182 , 0.79636 , 0.572627
183 , 0.852761 , 0.467075
184 , 0.90065 , 0.356859
185 , 0.939532 , 0.243073
186 , 0.969032 , 0.126861
187 , 0.988843 , 0.00937989
188 , 0.998783 , -0.108194
189 , 0.998734 , -0.224692
190 , 0.988713 , -0.33894
191 , 0.968808 , -0.449794
192 , 0.939233 , -0.556167
193 , 0.900262 , -0.656974
194 , 0.852303 , -0.751221
195 , 0.795823 , -0.837959
196 , 0.731396 , -0.916329
197 , 0.659654 , -0.985539
198 , 0.581327 , -1.0449
199 , 0.497191 , -1.09382
200 , 0.408089 , -1.13183
201 , 0.314905 , -1.15851
202 , 0.218576 , -1.17362
203 , 0.120064 , -1.177
204 , 0.0203534 , -1.16863
205 , -0.0795647 , -1.14857
206 , -0.178686 , -1.11705
207 , -0.276017 , -1.07436
208 , -0.370598 , -1.02094
209 , -0.461469 , -0.957309
210 , -0.547734 , -0.884121
211 , -0.628522 , -0.802094
212 , -0.703036 , -0.712059
213 , -0.77052 , -0.614901
214 , -0.830308 , -0.511606
215 , -0.881795 , -0.403197
216 , -0.924482 , -0.290762
217 , -0.957922 , -0.175418
218 , -0.981796 , -0.0583226
219 , -0.995855 , 0.0593557
220 , -0.999971 , 0.176441
221 , -0.994088 , 0.291767
222 , -0.978277 , 0.404174
223 , -0.952688 , 0.512535
224 , -0.917591 , 0.615788
225 , -0.873313 , 0.712881
226 , -0.820315 , 0.802854
227 , -0.759117 , 0.884801
228 , -0.690338 , 0.957913
229 , -0.614657 , 1.02145
230 , -0.532838 , 1.07478
231 , -0.445695 , 1.11737
232 , -0.354099 , 1.14881
233 , -0.258962 , 1.16875
234 , -0.161241 , 1.17703
235 , -0.0619079 , 1.17354
236 , 0.038045 , 1.15833
237 , 0.137619 , 1.13154
238 , 0.235817 , 1.09344
239 , 0.331652 , 1.04442
240 , 0.424183 , 0.984977
241 , 0.51247 , 0.915678
242 , 0.59564 , 0.837235
243 , 0.672854 , 0.750422
244 , 0.74335 , 0.656117
245 , 0.806415 , 0.55525
246 , 0.861426 , 0.44884
247 , 0.907824 , 0.337944
248 , 0.945162 , 0.223672
249 , 0.973045 , 0.107163
250 , 0.991213 , -0.0104148
251 , 0.99947 , -0.127889
252 , 0.99775 , -0.244086
253 , 0.986051 , -0.357847
254 , 0.964507 , -0.46803
255 , 0.933321 , -0.573529
256 , 0.892818 , -0.67331
257 , 0.843385 , -0.766356
258 , 0.78553 , -0.851747
259 , 0.719824 , -0.928624
260 , 0.646928 , -0.99623
261 , 0.567563 , -1.05387
262 , 0.482531 , -1.101
263 , 0.392678 , -1.13711
264 , 0.298904 , -1.16187
265 , 0.202139 , -1.17501
266 , 0.103355 , -1.17642
267 , 0.00353918 , -1.16607
268 , -0.0963131 , -1.14407
269 , -0.195203 , -1.11064
270 , -0.292142 , -1.06611
271 , -0.386157 , -1.01093
272 , -0.476323 , -0.945657
273 , -0.561724 , -0.870923
274 , -0.641514 , -0.787493
275 , -0.71489 , -0.696193
276 , -0.781131 , -0.597939
277 , -0.83956 , -0.493705
278 , -0.889606 , -0.384543
279 , -0.930755 , -0.271538
280 , -0.962617 , -0.155821
281 , -0.98485 , -0.0385439
282 , -0.997248 , 0.0791164
283 , -0.999677 , 0.195986
284 , -0.992125 , 0.310898
285 , -0.974651 , 0.422708
286 , -0.947445 , 0.53029
287 , -0.910769 , 0.632566
288 , -0.865001 , 0.728535
289 , -0.810582 , 0.817216
290 , -0.748067 , 0.897737
291 , -0.678074 , 0.969282
292 , -0.60131 , 1.03115
293 , -0.518533 , 1.08271
294 , -0.43058 , 1.12345
295 , -0.338324 , 1.15297
296 , -0.242687 , 1.17097
297 , -0.144623 , 1.17726
298 , -0.0451156 , 1.1718
299 , 0.05484 , 1.15462
300 , 0.154251 , 1.12592
301 , 0.252122 , 1.08595
302 , 0.347473 , 1.03514
303 , 0.439346 , 0.973988
304 , 0.526838 , 0.90311
305 , 0.60906 , 0.823199
306 , 0.685201 , 0.735067
307 , 0.75449 , 0.639587
308 , 0.816247 , 0.53772
309 , 0.869842 , 0.430476
310 , 0.914751 , 0.318934
311 , 0.950514 , 0.204206
312 , 0.97679 , 0.0874375
313 , 0.993296 , -0.0302072
314 , 0.999883 , -0.147548
315 , 0.996474 , -0.263415
316 , 0.983117 , -0.376651
317 , 0.959927 , -0.486126
318 , 0.927153 , -0.59074
319 , 0.885112 , -0.689445
